Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,89342,2012-10-22,-0.004513711,0.0383773159,0.0377182521,21,100
Market-Adjusted Model,89343,2012-10-22,0.0207336127,0.0629010514,0.0629655758,21,100
Market-Adjusted Model,89344,2012-10-22,0.0393583374,0.0813058001,0.0815903005,21,100
Market-Adjusted Model,89348,2012-10-22,-0.008450607,0.0341370851,0.0337813566,21,100
Market-Adjusted Model,89349,2012-10-22,-0.13253009,-0.092714951,-0.090298127,21,100
Market-Adjusted Model,89353,2012-10-22,0.0116504771,0.0555248081,0.0538824402,21,100
Market-Adjusted Model,89356,2012-10-22,-0.1654546,-0.010305781,-0.123222637,21,100
Market-Adjusted Model,89358,2012-10-22,0.0595154522,0.1020021196,0.1017474152,21,100
Market-Adjusted Model,89359,2012-10-22,0.0107343227,0.0535791058,0.0529662858,21,100
Market-Adjusted Model,89361,2012-10-22,0.0110701944,0.054017461,0.0533021575,21,100
Market-Adjusted Model,89363,2012-10-22,0.0051228805,0.0477099848,0.0473548436,21,100
Market-Adjusted Model,89364,2012-10-22,0.0089896162,0.0523213499,0.0512215793,21,100
Market-Adjusted Model,89365,2012-10-22,-0.008835185,0.0338305803,0.0333967777,21,100
Market-Adjusted Model,89369,2012-10-22,-0.168399157,-0.132315431,-0.126167194,21,100
Market-Adjusted Model,89372,2012-10-22,-0.090045213,-0.046831665,-0.04781325,21,100
Market-Adjusted Model,89382,2012-10-22,0.005294022,0.0493977629,0.0475259851,21,100
Market-Adjusted Model,89386,2012-10-22,0.1311075457,0.1691312038,0.1733395088,21,100
Market-Adjusted Model,89387,2012-10-22,-0.072564434,-0.030182429,-0.030332471,21,100
Market-Adjusted Model,89393,2012-10-22,0.1670673545,0.2368002805,0.2092993175,21,100
Market-Adjusted Model,89394,2012-10-22,0.4765484695,0.4714452427,0.5187804326,21,100
Market-Adjusted Model,89395,2012-10-22,-0.030785039,0.0181188833,0.0114469244,21,100
Market-Adjusted Model,89397,2012-10-22,-0.046863707,-0.004356838,-0.004631743,21,100
Market-Adjusted Model,89398,2012-10-22,0.095505659,0.1482102546,0.1377376221,21,100
Market-Adjusted Model,89399,2012-10-22,0.0172413433,0.0706458042,0.0594733064,21,100
Market-Adjusted Model,89403,2012-10-22,-0.057611733,-0.015217929,-0.01537977,21,100
Market-Adjusted Model,89406,2012-10-22,0.0271839221,0.0718996077,0.0694158852,21,100
Market-Adjusted Model,89407,2012-10-22,0.0330097302,0.0833177017,0.0752416933,21,100
Market-Adjusted Model,89408,2012-10-22,-0.036986685,0.0053877315,0.0052452784,21,100
Market-Adjusted Model,89409,2012-10-22,0.0625841384,0.1042147702,0.1048161015,21,100
Market-Adjusted Model,89411,2012-10-22,-0.03809517,0.0209531854,0.004136793,21,100
Market-Adjusted Model,89413,2012-10-22,0.4047130906,0.43581091,0.4469450537,21,100
Market-Adjusted Model,89416,2012-10-22,0.0450788446,0.0885274913,0.0873108077,21,100
Market-Adjusted Model,89419,2012-10-22,-0.118518572,-0.056763013,-0.076286609,21,100
Market-Adjusted Model,89424,2012-10-22,0.0356083445,0.0854658492,0.0778403076,21,100
Market-Adjusted Model,89425,2012-10-22,-0.156713115,-0.123400585,-0.114481152,21,100
Market-Adjusted Model,89428,2012-10-22,-0.021534539,0.0210940566,0.0206974245,21,100
Market-Adjusted Model,89429,2012-10-22,-0.028652032,0.0138846179,0.013579931,21,100
Market-Adjusted Model,89435,2012-10-22,-0.028173461,0.0142784698,0.0140585018,21,100
Market-Adjusted Model,89436,2012-10-22,-0.000548128,0.0423437285,0.0416838352,21,100
Market-Adjusted Model,89437,2012-10-22,0.0280821428,0.0704321022,0.0703141059,21,100
Market-Adjusted Model,89438,2012-10-22,0.028485049,0.0709101208,0.070717012,21,100
Market-Adjusted Model,89440,2012-10-22,-0.071729894,-0.01921774,-0.029497931,21,100
Market-Adjusted Model,89443,2012-10-22,-0.006912454,0.0359985361,0.0353195089,21,100
Market-Adjusted Model,89444,2012-10-22,-0.029472967,0.0131953543,0.0127589965,21,100
Market-Adjusted Model,89445,2012-10-22,-0.332344192,-0.347286336,-0.290112229,21,100
Market-Adjusted Model,89447,2012-10-22,-0.081571698,-0.036901526,-0.039339735,21,100
Market-Adjusted Model,89449,2012-10-22,-0.089268716,-0.048754674,-0.047036753,21,100
Market-Adjusted Model,89452,2012-10-22,-0.180722879,-0.118452734,-0.138490916,21,100
Market-Adjusted Model,89453,2012-10-22,0.0258044358,0.0910410048,0.0680363989,21,100
Market-Adjusted Model,89454,2012-10-22,-0.082751982,-0.038747527,-0.040520019,21,100
Market-Adjusted Model,89455,2012-10-22,0.0005102202,0.0486657474,0.0427421833,21,100
Market-Adjusted Model,89456,2012-10-22,0.0145293919,0.0661110544,0.056761355,21,100
Market-Adjusted Model,89459,2012-10-22,-0.005408801,0.0375283335,0.0368231618,21,100
Market-Adjusted Model,89460,2012-10-22,-0.013974079,0.0286423934,0.0282578838,21,100
Market-Adjusted Model,89462,2012-10-22,-0.026976739,0.016917891,0.015255224,21,100
Market-Adjusted Model,89467,2012-10-22,0.0065557726,0.0489017909,0.0487877357,21,100
Market-Adjusted Model,89468,2012-10-22,0.025779502,0.0686438676,0.068011465,21,100
Market-Adjusted Model,89469,2012-10-22,0.0073978667,0.049827984,0.0496298298,21,100
Market-Adjusted Model,89470,2012-10-22,0.0003822442,0.0426833041,0.0426142072,21,100
Market-Adjusted Model,89471,2012-10-22,-0.082299832,-0.030112187,-0.040067869,21,100
Market-Adjusted Model,89474,2012-10-22,-0.045038093,-0.003324861,-0.002806129,21,100
Market-Adjusted Model,89475,2012-10-22,-0.028897873,0.0164517519,0.0133340897,21,100
Market-Adjusted Model,89481,2012-10-22,-0.056644929,0.0233709211,-0.014412966,21,100
Market-Adjusted Model,89482,2012-10-22,-0.094813618,-0.054394458,-0.052581654,21,100
Market-Adjusted Model,89489,2012-10-22,0.0009612767,0.0436316114,0.0431932398,21,100
Market-Adjusted Model,89490,2012-10-22,-0.002165253,0.0407825788,0.0400667101,21,100
Market-Adjusted Model,89491,2012-10-22,0.0051256024,0.0477235343,0.0473575655,21,100
Market-Adjusted Model,89492,2012-10-22,0.0056783762,0.0481219957,0.0479103393,21,100
Market-Adjusted Model,89497,2012-10-22,-0.0402024,0.0037017374,0.0020295628,21,100
Market-Adjusted Model,89505,2012-10-22,0.1010710816,0.1669455275,0.1433030447,21,100
Market-Adjusted Model,89506,2012-10-22,0.0032984054,0.0484314293,0.0455303685,21,100
Market-Adjusted Model,89507,2012-10-22,0.0303030735,0.08671771,0.0725350365,21,100
Market-Adjusted Model,89508,2012-10-22,0.168208215,0.2040519823,0.2104401781,21,100
Market-Adjusted Model,89509,2012-10-22,0.050216471,0.0984886529,0.092448434,21,100
Market-Adjusted Model,89510,2012-10-22,0.0221336906,0.0682395182,0.0643656536,21,100
Market-Adjusted Model,89511,2012-10-22,0.0137421769,0.0564493937,0.05597414,21,100
Market-Adjusted Model,89512,2012-10-22,-0.005781137,0.0369580665,0.0364508262,21,100
Market-Adjusted Model,89513,2012-10-22,-0.020681579,0.0219620598,0.0215503837,21,100
Market-Adjusted Model,89516,2012-10-22,-0.002181154,0.0404732855,0.0400508089,21,100
Market-Adjusted Model,89517,2012-10-22,-0.02566241,0.016750717,0.0165695531,21,100
Market-Adjusted Model,89519,2012-10-22,-0.001290637,0.0412296882,0.0409413256,21,100
Market-Adjusted Model,89525,2012-10-22,0.0010947121,0.0450679406,0.0433266752,21,100
Market-Adjusted Model,89529,2012-10-22,0.1666666571,0.2860106092,0.2088986202,21,100
Market-Adjusted Model,89530,2012-10-22,0.0386740869,0.0834044669,0.08090605,21,100
Market-Adjusted Model,89533,2012-10-22,0.045557074,0.0910878427,0.0877890371,21,100
Market-Adjusted Model,89534,2012-10-22,-0.003103399,0.0398729918,0.039128564,21,100
Market-Adjusted Model,89537,2012-10-22,-0.014573761,0.0279528864,0.0276582025,21,100
Market-Adjusted Model,89538,2012-10-22,-0.008420008,0.0342977438,0.0338119555,21,100
Market-Adjusted Model,89539,2012-10-22,0.0448046053,0.0945118337,0.0870365684,21,100
Market-Adjusted Model,89540,2012-10-22,-0.0276127,0.0159958453,0.014619263,21,100
Market-Adjusted Model,89541,2012-10-22,-0.048145658,-0.006335124,-0.005913695,21,100
Market-Adjusted Model,89542,2012-10-22,0.0282005316,0.0705513412,0.0704324947,21,100
Market-Adjusted Model,89543,2012-10-22,-0.028756619,0.0143706836,0.0134753442,21,100
Market-Adjusted Model,89545,2012-10-22,-0.027958923,0.0160986021,0.0142730406,21,100
Market-Adjusted Model,89546,2012-10-22,0.0559253781,0.0987176569,0.0981573412,21,100
Market-Adjusted Model,89547,2012-10-22,-0.063902777,-0.020005366,-0.021670814,21,100
Market-Adjusted Model,89548,2012-10-22,0.0061349947,0.0533373483,0.0483669578,21,100
Market-Adjusted Model,89549,2012-10-22,0.0154571794,0.0582288998,0.0576891425,21,100
Market-Adjusted Model,89550,2012-10-22,-0.001390013,0.0414556057,0.0408419504,21,100
Market-Adjusted Model,89551,2012-10-22,-0.027275185,0.0157906188,0.0149567784,21,100
Market-Adjusted Model,89553,2012-10-22,0.0278123615,0.0700511887,0.0700443246,21,100
Market-Adjusted Model,89557,2012-10-22,-0.075342473,-0.033807121,-0.03311051,21,100
Market-Adjusted Model,89558,2012-10-22,0.041112155,0.085278058,0.0833441181,21,100
Market-Adjusted Model,89560,2012-10-22,-0.007763978,0.0352159729,0.0344679852,21,100
Market-Adjusted Model,89561,2012-10-22,-0.01871917,0.0245928716,0.0235127932,21,100
Market-Adjusted Model,89562,2012-10-22,-0.01089988,0.0321190224,0.0313320826,21,100
Market-Adjusted Model,89563,2012-10-22,-0.019612483,0.023454927,0.0226194797,21,100
Market-Adjusted Model,89565,2012-10-22,0.0011280586,0.0448225709,0.0433600217,21,100
Market-Adjusted Model,89567,2012-10-22,-0.138157924,-0.102321625,-0.095925961,21,100
Market-Adjusted Model,89570,2012-10-22,0.01717381,0.0604513532,0.0594057731,21,100
Market-Adjusted Model,89571,2012-10-22,0.0500874702,0.1030238943,0.0923194333,21,100
Market-Adjusted Model,89572,2012-10-22,0.1254694974,0.1673003615,0.1677014605,21,100
Market-Adjusted Model,89573,2012-10-22,-0.187791975,-0.147045258,-0.145560012,21,100
Market-Adjusted Model,89574,2012-10-22,-0.043679479,0.0015470446,-0.001447516,21,100
Market-Adjusted Model,89575,2012-10-22,-0.075997434,-0.03530999,-0.033765471,21,100
Market-Adjusted Model,89576,2012-10-22,-0.129591863,-0.056051844,-0.087359899,21,100
Market-Adjusted Model,89578,2012-10-22,0.0254628826,0.0702686191,0.0676948457,21,100
Market-Adjusted Model,89581,2012-10-22,-0.055714999,-0.01185965,-0.013483036,21,100
Market-Adjusted Model,89586,2012-10-22,-0.008975855,0.0339825626,0.0332561085,21,100
Market-Adjusted Model,89588,2012-10-22,0.0610362056,0.102286439,0.1032681687,21,100
Market-Adjusted Model,89590,2012-10-22,0.0054263449,0.0490145542,0.047658308,21,100
Market-Adjusted Model,89591,2012-10-22,-0.016920054,0.0266599701,0.0253119091,21,100
Market-Adjusted Model,89592,2012-10-22,-0.016229085,0.0275323138,0.0260028783,21,100
Market-Adjusted Model,89593,2012-10-22,0.0269580393,0.0698626436,0.0691900023,21,100
Market-Adjusted Model,89594,2012-10-22,-0.012448506,0.0304965024,0.0297834568,21,100
Market-Adjusted Model,89596,2012-10-22,0.0052629365,0.0482830748,0.0474948996,21,100
Market-Adjusted Model,89597,2012-10-22,-0.041379349,0.0095360634,0.0008526141,21,100
Market-Adjusted Model,89598,2012-10-22,-0.009080933,0.0334828935,0.0331510299,21,100
Market-Adjusted Model,89599,2012-10-22,-0.009497475,0.0333106683,0.0327344882,21,100
Market-Adjusted Model,89600,2012-10-22,-0.00766713,0.0350083457,0.0345648333,21,100
Market-Adjusted Model,89602,2012-10-22,0.0052037562,0.0477678109,0.0474357193,21,100
Market-Adjusted Model,89603,2012-10-22,0.0064348915,0.0489333069,0.0486668546,21,100
Market-Adjusted Model,89604,2012-10-22,0.0158673759,0.0581765474,0.058099339,21,100
Market-Adjusted Model,89606,2012-10-22,0.0146477669,0.0680884273,0.05687973,21,100
Market-Adjusted Model,89609,2012-10-22,0.0782259092,0.1218751977,0.1204578723,21,100
Market-Adjusted Model,89611,2012-10-22,-0.057699913,-0.003004229,-0.01546795,21,100
Market-Adjusted Model,89615,2012-10-22,0.1230329292,0.1668786222,0.1652648923,21,100
Market-Adjusted Model,89617,2012-10-22,-0.121890201,-0.084071446,-0.079658238,21,100
Market-Adjusted Model,89618,2012-10-22,0.0704188168,0.11639627,0.1126507799,21,100
Market-Adjusted Model,89625,2012-10-22,-0.068515433,-0.025682804,-0.02628347,21,100
Market-Adjusted Model,89626,2012-10-22,-0.03387865,0.0089779767,0.0083533134,21,100
Market-Adjusted Model,89628,2012-10-22,-0.002927569,0.0398951478,0.0393043941,21,100
Market-Adjusted Model,89629,2012-10-22,-0.00447479,0.0384794636,0.0377571735,21,100
Market-Adjusted Model,89630,2012-10-22,-0.069908849,-0.025027384,-0.027676886,21,100
Market-Adjusted Model,89634,2012-10-22,-0.04803581,-0.006326201,-0.005803846,21,100
Market-Adjusted Model,89635,2012-10-22,0.0069865427,0.0505941093,0.0492185058,21,100
Market-Adjusted Model,89636,2012-10-22,-0.023223566,0.024383143,0.0190083971,21,100
Market-Adjusted Model,89637,2012-10-22,-0.109219205,-0.070303502,-0.066987242,21,100
Market-Adjusted Model,89641,2012-10-22,-0.009124719,0.0373036823,0.0331072439,21,100
Market-Adjusted Model,89642,2012-10-22,-0.059796472,-0.016233702,-0.017564508,21,100
Market-Adjusted Model,89643,2012-10-22,-0.010733027,0.0325936318,0.0314989358,21,100
Market-Adjusted Model,89644,2012-10-22,0.0419785493,0.0860363789,0.0842105124,21,100
Market-Adjusted Model,89648,2012-10-22,-0.005365522,0.0438063901,0.0368664411,21,100
Market-Adjusted Model,89649,2012-10-22,-0.034143323,0.0087626659,0.0080886402,21,100
Market-Adjusted Model,89653,2012-10-22,-0.116552961,-0.079845919,-0.074320997,21,100
Market-Adjusted Model,89655,2012-10-22,-0.158892368,-0.124904481,-0.116660405,21,100
Market-Adjusted Model,89659,2012-10-22,-0.134453852,-0.08756723,-0.092221889,21,100
Market-Adjusted Model,89681,2012-10-22,-0.067844695,-0.025101329,-0.025612732,21,100
Market-Adjusted Model,89685,2012-10-22,-0.184178024,-0.146584511,-0.14194606,21,100
Market-Adjusted Model,89686,2012-10-22,0.3703203927,0.4190547406,0.4125523558,21,100
Market-Adjusted Model,89687,2012-10-22,0.0110178192,0.0533372193,0.0532497823,21,100
Market-Adjusted Model,89688,2012-10-22,-0.00674341,0.0361617034,0.0354885534,21,100
Market-Adjusted Model,89690,2012-10-22,0.056925911,0.0994067193,0.0991578741,21,100
Market-Adjusted Model,89692,2012-10-22,-0.13376382,-0.096666639,-0.091531857,21,100
Market-Adjusted Model,89694,2012-10-22,-0.047351777,-0.004587028,-0.005119814,21,100
Market-Adjusted Model,89695,2012-10-22,-0.002003195,0.0420439404,0.0402287679,21,100
Market-Adjusted Model,89698,2012-10-22,-0.044565199,0.0055118763,-0.002333236,21,100
Market-Adjusted Model,89699,2012-10-22,0.4570815897,0.4496217463,0.4993135528,21,100
Market-Adjusted Model,89704,2012-10-22,-0.069164313,-0.028553648,-0.02693235,21,100
Market-Adjusted Model,89707,2012-10-22,-0.033689845,0.0087593936,0.0085421181,21,100
Market-Adjusted Model,89708,2012-10-22,-0.007793273,0.0351000175,0.0344386903,21,100
Market-Adjusted Model,89709,2012-10-22,0.0212334937,0.0635226955,0.0634654568,21,100
Market-Adjusted Model,89726,2012-10-22,-0.018335802,0.0243202015,0.0238961608,21,100
Market-Adjusted Model,89728,2012-10-22,0.0517331242,0.0945918902,0.0939650872,21,100
Market-Adjusted Model,89730,2012-10-22,-0.012150197,0.031095834,0.0300817658,21,100
Market-Adjusted Model,89731,2012-10-22,0.0642424682,0.1108401629,0.1064744313,21,100
Market-Adjusted Model,89733,2012-10-22,-0.152102036,-0.114508591,-0.109870073,21,100
Market-Adjusted Model,89734,2012-10-22,-0.026618837,0.0161460519,0.0156131261,21,100
Market-Adjusted Model,89736,2012-10-22,-0.045535983,-0.001601611,-0.00330402,21,100
Market-Adjusted Model,89738,2012-10-22,-0.010992673,0.0512578906,0.0312392897,21,100
Market-Adjusted Model,89741,2012-10-22,-0.060000001,0.0223337516,-0.017768038,21,100
Market-Adjusted Model,89744,2012-10-22,-0.013113193,0.0294088847,0.02911877,21,100
Market-Adjusted Model,89745,2012-10-22,-0.015229432,0.0275390322,0.0270025309,21,100
Market-Adjusted Model,89746,2012-10-22,0.023797763,0.0661928293,0.066029726,21,100
Market-Adjusted Model,89748,2012-10-22,-0.032330634,0.0103687707,0.0099013291,21,100
Market-Adjusted Model,89749,2012-10-22,-0.042922407,-0.000477549,-0.000690444,21,100
Market-Adjusted Model,89753,2012-10-22,-0.162162111,-0.124890571,-0.119930148,21,100
Market-Adjusted Model,89756,2012-10-22,-0.38603708,-0.399640024,-0.343805117,21,100
Market-Adjusted Model,89757,2012-10-22,0.2139034572,0.2425851646,0.2561354203,21,100
Market-Adjusted Model,89758,2012-10-22,-0.08630798,-0.040434323,-0.044076017,21,100
Market-Adjusted Model,89760,2012-10-22,0.0153448678,0.0597374798,0.0575768309,21,100
Market-Adjusted Model,89761,2012-10-22,-0.003004754,0.1840465671,0.0392272089,21,100
Market-Adjusted Model,89764,2012-10-22,0.0079042412,0.0504515813,0.0501362043,21,100
Market-Adjusted Model,89765,2012-10-22,-0.034937075,0.0073940323,0.007294888,21,100
Market-Adjusted Model,89766,2012-10-22,-0.016837077,0.025759158,0.0253948863,21,100
Market-Adjusted Model,89768,2012-10-22,-0.18750002,-0.155694205,-0.145268057,21,100
Market-Adjusted Model,89770,2012-10-22,0.0252101289,0.0766844919,0.067442092,21,100
Market-Adjusted Model,89773,2012-10-22,0.013838848,0.0563309077,0.0560708111,21,100
Market-Adjusted Model,89776,2012-10-22,-0.021415544,0.021298809,0.0208164189,21,100
Market-Adjusted Model,89777,2012-10-22,0.0076196365,0.0510305703,0.0498515995,21,100
Market-Adjusted Model,89778,2012-10-22,-0.008199252,0.0343570782,0.0340327108,21,100
Market-Adjusted Model,89780,2012-10-22,-0.046641062,-0.005084425,-0.004409098,21,100
Market-Adjusted Model,89781,2012-10-22,0.1321138207,0.1786931363,0.1743457838,21,100
Market-Adjusted Model,89782,2012-10-22,-0.001057653,0.0415965296,0.0411743101,21,100
Market-Adjusted Model,89783,2012-10-22,-0.006612764,0.0361378814,0.0356191988,21,100
Market-Adjusted Model,89784,2012-10-22,-0.040185326,0.0022119551,0.0020466374,21,100
Market-Adjusted Model,89786,2012-10-22,0.0109568636,0.0534302695,0.0531888267,21,100
Market-Adjusted Model,89787,2012-10-22,0.0171220331,0.059365452,0.0593539962,21,100
Market-Adjusted Model,89788,2012-10-22,0.0025402614,0.0452370739,0.0447722245,21,100
Market-Adjusted Model,89789,2012-10-22,-0.020050158,0.0236773055,0.0221818048,21,100
Market-Adjusted Model,89790,2012-10-22,-0.070103112,-0.013735689,-0.027871149,21,100
Market-Adjusted Model,89792,2012-10-22,-0.003394141,0.0457218642,0.0388378218,21,100
Market-Adjusted Model,89793,2012-10-22,-0.122877624,-0.084598266,-0.080645661,21,100
Market-Adjusted Model,89796,2012-10-22,-0.074999986,-0.030700498,-0.032768022,21,100
Market-Adjusted Model,89798,2012-10-22,0.1224489558,0.1668712512,0.1646809189,21,100
Market-Adjusted Model,89799,2012-10-22,0.0642856918,0.1077534984,0.1065176548,21,100
Market-Adjusted Model,89800,2012-10-22,-0.079493418,-0.03648634,-0.037261455,21,100
Market-Adjusted Model,89801,2012-10-22,0.1155000061,0.1784908163,0.1577319692,21,100
Market-Adjusted Model,89802,2012-10-22,-0.077669884,-0.030160836,-0.035437921,21,100
Market-Adjusted Model,89803,2012-10-22,0.0168269658,0.0612426467,0.0590589289,21,100
Market-Adjusted Model,89805,2012-10-22,-0.006402012,0.0370886764,0.0358299514,21,100
Market-Adjusted Model,89807,2012-10-22,-0.028473805,0.0139519899,0.0137581578,21,100
Market-Adjusted Model,89808,2012-10-22,-0.027015304,0.0156106907,0.0152166592,21,100
Market-Adjusted Model,89809,2012-10-22,-0.013529938,0.0293346456,0.0287020246,21,100
Market-Adjusted Model,89810,2012-10-22,0.0224912872,0.06769824,0.0647232503,21,100
Market-Adjusted Model,89811,2012-10-22,0.0056572279,0.0484450278,0.047889191,21,100
Market-Adjusted Model,89812,2012-10-22,-0.003532638,0.0398005073,0.0386993254,21,100
Market-Adjusted Model,89814,2012-10-22,-0.022911637,0.0204817932,0.0193203256,21,100
